"","V1","V2"
"3517","Przysucha","obszar wiejski"
"3518","Pułtusk","obszar wiejski"
"3519","Buk","obszar wiejski"
"3520","Kostrzyn","obszar wiejski"
"3521","Kórnik","obszar wiejski"
"3522","Krotoszyn","obszar wiejski"
"3523","Dolsk","obszar wiejski"
"3524","Śrem","obszar wiejski"
"3525","Orzysz","obszar wiejski"
"3526","Ryn","obszar wiejski"
"3527","Jeziorany","miasto"
"3528","Olsztynek","obszar wiejski"
"3529","Miłakowo","obszar wiejski"
"3530","Morąg","obszar wiejski"
"3531","Orneta","obszar wiejski"
"3532","Nidzica","obszar wiejski"
"3533","Włoszczowa","obszar wiejski"
"3534","Iłża","obszar wiejski"
"3535","Skaryszew","obszar wiejski"
"3536","Mosina","obszar wiejski"
"3537","Murowana Goślina","obszar wiejski"
"3538","Książ Wielkopolski","obszar wiejski"
"3539","Ruciane-Nida","obszar wiejski"
"3540","Miłomłyn","obszar wiejski"
"3541","Korsze","obszar wiejski"
"3542","Nasielsk","obszar wiejski"
"3543","Zakroczym","obszar wiejski"
"3544","Pobiedziska","obszar wiejski"
"3545","Stęszew","obszar wiejski"
"3546","Pasym","obszar wiejski"
"3547","Czerniejewo","obszar wiejski"
"3548","Kłecko","obszar wiejski"
"3549","Reszel","obszar wiejski"
"3550","Mikołajki","obszar wiejski"
"3551","Myszyniec","obszar wiejski"
"3552","Brok","obszar wiejski"
"3553","Swarzędz","obszar wiejski"
"3554","Miejska Górka","obszar wiejski"
"3555","Zagórów","obszar wiejski"
"3556","Witkowo","obszar wiejski"
"3557","Borek Wielkopolski","obszar wiejski"
"3558","Gostyń","obszar wiejski"
"3559","Barczewo","obszar wiejski"
"3560","Biskupiec","obszar wiejski"
"3561","Karczew","obszar wiejski"
"3562","Toszek","miasto"
"3563","Ujazd","obszar wiejski"
"3564","Miłosław","obszar wiejski"
"3565","Nekla","miasto"
"3566","Pyzdry","obszar wiejski"
"3567","Czaplinek","miasto"
"3568","Borne Sulinowo","miasto"
"3569","Krobia","obszar wiejski"
"3570","Pogorzela","obszar wiejski"
"3571","Poniec","obszar wiejski"
"3572","Grodzisk Wielkopolski","obszar wiejski"
"3573","Dobre Miasto","obszar wiejski"
"3574","Staszów","obszar wiejski"
"3575","Leśnica","obszar wiejski"
"3576","Lewin Brzeski","obszar wiejski"
"3577","Września","obszar wiejski"
"3578","Jastrowie","obszar wiejski"
"3579","Rakoniewice","obszar wiejski"
"3580","Wielichowo","obszar wiejski"
"3581","Koprzywnica","miasto"
"3582","Bisztynek","obszar wiejski"
"3583","Sępopol","obszar wiejski"
"3584","Pińczów","obszar wiejski"
"3585","Trzcianka","obszar wiejski"
"3586","Nysa","obszar wiejski"
"3587","Krajenka","obszar wiejski"
"3588","Rogoźno","obszar wiejski"
"3589","Jarocin","obszar wiejski"
"3590","Żerków","obszar wiejski"
"3591","Pieniężno","obszar wiejski"
"3592","Młynary","obszar wiejski"
"3593","Wołczyn","obszar wiejski"
"3594","Zawadzkie","obszar wiejski"
"3595","Zdzieszowice","obszar wiejski"
"3596","Ustrzyki Dolne","obszar wiejski"
"3597","Nowe Skalmierzyce","obszar wiejski"
"3598","Raszków","obszar wiejski"
"3599","Mikstat","obszar wiejski"
"3600","Stawiszyn","obszar wiejski"
"3601","Kępno","obszar wiejski"
"3602","Golina","obszar wiejski"
"3603","Pasłęk","obszar wiejski"
"3604","Daleszyce","obszar wiejski"
"3605","Biała","miasto"
"3606","Łaszczów","obszar wiejski"
"3607","Ostrzeszów","obszar wiejski"
"3608","Ujście","obszar wiejski"
"3609","Kleczew","obszar wiejski"
"3610","Rychwał","obszar wiejski"
"3611","Sompolno","obszar wiejski"
"3612","Opatów","obszar wiejski"
"3613","Ćmielów","obszar wiejski"
"3614","Margonin","miasto"
"3615","Olesno","obszar wiejski"
"3616","Ozimek","obszar wiejski"
"3617","Wysoka","obszar wiejski"
"3618","Pleszew","obszar wiejski"
"3619","Ostroróg","obszar wiejski"
"3620","Ślesin","obszar wiejski"
"3621","Tuliszków","obszar wiejski"
"3622","Szamocin","obszar wiejski"
"3623","Góra Kalwaria","obszar wiejski"
"3624","Konstancin-Jeziorna","obszar wiejski"
"3625","Kolonowskie","miasto"
"3626","Korfantów","obszar wiejski"
"3627","Pniewy","obszar wiejski"
"3628","Szamotuły","obszar wiejski"
"3629","Skoki","obszar wiejski"
"3630","Karlino","obszar wiejski"
"3631","Choszczno","obszar wiejski"
"3632","Drawsko Pomorskie","obszar wiejski"
"3633","Kalisz Pomorski","obszar wiejski"
"3634","Piaseczno","obszar wiejski"
"3635","Drobin","obszar wiejski"
"3636","Gąbin","obszar wiejski"
"3637","Szepietowo","obszar wiejski"
"3638","Niemodlin","obszar wiejski"
"3639","Wronki","obszar wiejski"
"3640","Środa Wielkopolska","obszar wiejski"
"3641","Recz","obszar wiejski"
"3642","Dziwnów","obszar wiejski"
"3643","Wyszogród","obszar wiejski"
"3644","Brwinów","obszar wiejski"
"3645","Mordy","obszar wiejski"
"3646","Prószków","obszar wiejski"
"3647","Prudnik","obszar wiejski"
"3648","Sośnicowice","miasto"
"3649","Strzelce Opolskie","obszar wiejski"
"3650","Nowy Staw","obszar wiejski"
"3651","Nowy Dwór Gdański","obszar wiejski"
"3652","Kępice","obszar wiejski"
"3653","Golczewo","obszar wiejski"
"3654","Frombork","miasto"
"3655","Kosów Lacki","obszar wiejski"
"3656","Szydłowiec","obszar wiejski"
"3657","Błonie","obszar wiejski"
"3658","Krapkowice","obszar wiejski"
"3659","Krzepice","obszar wiejski"
"3660","Kuźnia Raciborska","obszar wiejski"
"3661","Skarszewy","obszar wiejski"
"3662","Pelplin","obszar wiejski"
"3663","Jędrzejów","obszar wiejski"
"3664","Małogoszcz","obszar wiejski"
"3665","Łomianki","obszar wiejski"
"3666","Ożarów Mazowiecki","obszar wiejski"
"3667","Tłuszcz","miasto"
"3668","Wołomin","obszar wiejski"
"3669","Chorzele","obszar wiejski"
"3670","Osieczna","obszar wiejski"
"3671","Lwówek","obszar wiejski"
"3672","Nowy Tomyśl","obszar wiejski"
"3673","Sztum","obszar wiejski"
"3674","Wieleń","obszar wiejski"
"3675","Czempiń","obszar wiejski"
"3676","Bodzentyn","obszar wiejski"
"3677","Chęciny","obszar wiejski"
"3678","Łochów","obszar wiejski"
"3679","Radzymin","obszar wiejski"
"3680","Opalenica","obszar wiejski"
"3681","Oborniki","obszar wiejski"
"3682","Krzywiń","obszar wiejski"
"3683","Śmigiel","obszar wiejski"
