"Country","Score","Coefficient","Year","Region","nr.Coefficient","group.Coefficient"
"Kazakhstan",25.8,"Tertiary education",2014,"Central_and_Southern_Asia",2.2,"Human capital and research"
"Uzbekistan",20.5,"Tertiary education",2014,"Central_and_Southern_Asia",2.2,"Human capital and research"
"Sri Lanka",18.2,"Tertiary education",2014,"Central_and_Southern_Asia",2.2,"Human capital and research"
"Bangladesh",16,"Tertiary education",2014,"Central_and_Southern_Asia",2.2,"Human capital and research"
"Nepal",12.6,"Tertiary education",2014,"Central_and_Southern_Asia",2.2,"Human capital and research"
"India",11.7,"Tertiary education",2014,"Central_and_Southern_Asia",2.2,"Human capital and research"
"Pakistan",8.9,"Tertiary education",2014,"Central_and_Southern_Asia",2.2,"Human capital and research"
"Bhutan",8.8,"Tertiary education",2014,"Central_and_Southern_Asia",2.2,"Human capital and research"
"India",32,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Iran, Islamic Rep.",15.4,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Kazakhstan",14.4,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Pakistan",9.8,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Bangladesh",5.7,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Uzbekistan",5.1,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Sri Lanka",3.4,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Nepal",2.8,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Kyrgyzstan",2.4,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Tajikistan",1.4,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Bhutan",0,"Research and development (R&D)",2014,"Central_and_Southern_Asia",2.3,"Human capital and research"
"Kazakhstan",69.1,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"Kyrgyzstan",35.7,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"Iran, Islamic Rep.",31.4,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"Uzbekistan",29.2,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"India",25.9,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"Sri Lanka",22,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"Pakistan",19.8,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"Bangladesh",18.8,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"Bhutan",18.8,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"Nepal",15.7,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"Tajikistan",12.1,"Information and communication technologies (ICTs)",2014,"Central_and_Southern_Asia",3.1,"Infrastructure"
"Bhutan",66.4,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"India",43.1,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"Iran, Islamic Rep.",41.3,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"Sri Lanka",38.1,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"Uzbekistan",33.6,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"Kazakhstan",31.9,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"Bangladesh",31.3,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"Kyrgyzstan",29.7,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"Nepal",28.4,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"Pakistan",18.4,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"Tajikistan",17.6,"General infrastructure",2014,"Central_and_Southern_Asia",3.2,"Infrastructure"
"Sri Lanka",49.7,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"Bhutan",46.9,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"Kazakhstan",30.5,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"Bangladesh",30,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"Tajikistan",29.1,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"Pakistan",28.5,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"Kyrgyzstan",28.4,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"Iran, Islamic Rep.",28,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"India",27.4,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"Nepal",25.3,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"Uzbekistan",24.9,"Ecological sustainability",2014,"Central_and_Southern_Asia",3.3,"Infrastructure"
"Kyrgyzstan",55.1,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"Bhutan",47.6,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"Tajikistan",46.8,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"India",33.3,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"Bangladesh",32.9,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"Nepal",31.9,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"Iran, Islamic Rep.",29.5,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"Sri Lanka",28.2,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"Uzbekistan",27.3,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"Kazakhstan",23.2,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"Pakistan",22.6,"Credit",2014,"Central_and_Southern_Asia",4.1,"Market sophistication"
"Tajikistan",66.7,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"India",44.2,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"Bangladesh",38.2,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"Bhutan",36.7,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"Kazakhstan",35.1,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"Kyrgyzstan",33.7,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"Nepal",29.8,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"Pakistan",28.6,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"Sri Lanka",28.1,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"Iran, Islamic Rep.",22.3,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"Uzbekistan",16.8,"Investment",2014,"Central_and_Southern_Asia",4.2,"Market sophistication"
"Uzbekistan",79.4,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"India",76.1,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"Kazakhstan",74.2,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"Kyrgyzstan",72,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"Tajikistan",70.5,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"Nepal",67.6,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"Sri Lanka",64.2,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"Bangladesh",61.3,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"Pakistan",56.2,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"Iran, Islamic Rep.",56,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"Bhutan",53.4,"Trade and competition",2014,"Central_and_Southern_Asia",4.3,"Market sophistication"
"Kazakhstan",43.2,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"Nepal",38.3,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"Bhutan",31.1,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"Kyrgyzstan",25.9,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"India",25,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"Sri Lanka",23.6,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"Pakistan",17.5,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"Tajikistan",17.3,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"Iran, Islamic Rep.",16.6,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"Bangladesh",11.8,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"Uzbekistan",9.1,"Knowledge workers",2014,"Central_and_Southern_Asia",5.1,"Business sophistication"
"Bhutan",43.4,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"India",38.9,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"Nepal",28,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"Bangladesh",25.5,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"Iran, Islamic Rep.",24.1,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"Sri Lanka",21.9,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"Pakistan",20.1,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"Kazakhstan",16.5,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"Kyrgyzstan",16.3,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"Tajikistan",4.8,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"Uzbekistan",3.6,"Innovation linkages",2014,"Central_and_Southern_Asia",5.2,"Business sophistication"
"Nepal",27.6,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"Uzbekistan",25.5,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"Kyrgyzstan",25,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"Pakistan",20.3,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"India",20.2,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"Kazakhstan",19.5,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"Tajikistan",15.8,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"Sri Lanka",13.9,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"Bhutan",13.3,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"Iran, Islamic Rep.",11.2,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"Bangladesh",7.3,"Knowledge absorption",2014,"Central_and_Southern_Asia",5.3,"Business sophistication"
"Iran, Islamic Rep.",25.3,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"Tajikistan",21.9,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"India",18.4,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"Kyrgyzstan",17.2,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"Nepal",11.4,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"Uzbekistan",11.2,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"Pakistan",10,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"Kazakhstan",9.7,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"Sri Lanka",7.1,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"Bangladesh",6.1,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"Bhutan",5.1,"Knowledge creation",2014,"Central_and_Southern_Asia",6.1,"Knowledge and technology outputs"
"Uzbekistan",41.9,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"Kazakhstan",35.5,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"Sri Lanka",34.9,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"India",34.1,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"Iran, Islamic Rep.",32.8,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"Tajikistan",31.2,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"Bangladesh",29.9,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"Pakistan",29.7,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"Kyrgyzstan",24,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"Bhutan",2.5,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"Nepal",2.4,"Knowledge impact",2014,"Central_and_Southern_Asia",6.2,"Knowledge and technology outputs"
"India",44.1,"Knowledge diffusion",2014,"Central_and_Southern_Asia",6.3,"Knowledge and technology outputs"
"Sri Lanka",37.5,"Knowledge diffusion",2014,"Central_and_Southern_Asia",6.3,"Knowledge and technology outputs"
"Bangladesh",30.5,"Knowledge diffusion",2014,"Central_and_Southern_Asia",6.3,"Knowledge and technology outputs"
"Kazakhstan",29.4,"Knowledge diffusion",2014,"Central_and_Southern_Asia",6.3,"Knowledge and technology outputs"
"Pakistan",26,"Knowledge diffusion",2014,"Central_and_Southern_Asia",6.3,"Knowledge and technology outputs"
"Kyrgyzstan",22.1,"Knowledge diffusion",2014,"Central_and_Southern_Asia",6.3,"Knowledge and technology outputs"
"Tajikistan",19.9,"Knowledge diffusion",2014,"Central_and_Southern_Asia",6.3,"Knowledge and technology outputs"
"Nepal",19.9,"Knowledge diffusion",2014,"Central_and_Southern_Asia",6.3,"Knowledge and technology outputs"
"Iran, Islamic Rep.",1.9,"Knowledge diffusion",2014,"Central_and_Southern_Asia",6.3,"Knowledge and technology outputs"
"Bhutan",0.7,"Knowledge diffusion",2014,"Central_and_Southern_Asia",6.3,"Knowledge and technology outputs"
"Bhutan",45.4,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"Sri Lanka",45.2,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"India",39.4,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"Pakistan",36,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"Kazakhstan",34.8,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"Bangladesh",33,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"Nepal",29.6,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"Iran, Islamic Rep.",26.3,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"Kyrgyzstan",22.6,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"Uzbekistan",16.1,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"Tajikistan",4,"Intangible assets",2014,"Central_and_Southern_Asia",7.1,"Creative outputs"
"Bhutan",83.3,"Creative goods and services",2014,"Central_and_Southern_Asia",7.2,"Creative outputs"
"India",21.1,"Creative goods and services",2014,"Central_and_Southern_Asia",7.2,"Creative outputs"
"Pakistan",19,"Creative goods and services",2014,"Central_and_Southern_Asia",7.2,"Creative outputs"
"Sri Lanka",16.6,"Creative goods and services",2014,"Central_and_Southern_Asia",7.2,"Creative outputs"
"Nepal",16.1,"Creative goods and services",2014,"Central_and_Southern_Asia",7.2,"Creative outputs"
"Kazakhstan",13.4,"Creative goods and services",2014,"Central_and_Southern_Asia",7.2,"Creative outputs"
"Tajikistan",8,"Creative goods and services",2014,"Central_and_Southern_Asia",7.2,"Creative outputs"
"Iran, Islamic Rep.",7.3,"Creative goods and services",2014,"Central_and_Southern_Asia",7.2,"Creative outputs"
